72	3	3	3	2	1	1	1	3	0	0	0	1	2	9	0	0	0	6	0	9	0	0	0	0	0	12
73	4	3	3	2	1	1	1	2	1	0	0	1	2	6	4	0	0	6	0	0	0	0	25	0	0	13
74	5	3	3	2	1	1	1	2	0	1	0	1	2	6	0	5	0	6	0	0	0	0	0	0	0	14
75	6	3	3	2	1	1	1	2	0	0	1	1	2	6	0	0	6	6	0	0	0	0	0	0	0	15
76	4	4	3	2	1	1	1	1	2	0	0	1	2	3	8	0	0	8	0	0	0	0	25	0	0	14
77	5	4	3	2	1	1	1	1	1	1	0	1	2	3	4	5	0	0	0	0	0	0	25	40	0	15
78	6	4	3	2	1	1	1	1	1	0	1	1	2	3	4	0	6	0	0	0	0	0	25	0	0	16
79	5	5	3	2	1	1	1	1	0	2	0	1	2	3	0	10	0	10	0	0	0	0	0	0	0	16
80	6	5	3	2	1	1	1	1	0	1	1	1	2	3	0	5	6	0	0	0	0	0	0	0	0	17
81	6	6	3	2	1	1	1	1	0	0	2	1	2	3	0	0	12	12	0	0	0	0	0	0	0	18
82	4	4	4	2	1	1	1	0	3	0	0	1	2	0	12	0	0	8	0	12	0	0	0	0	0	15
83	5	4	4	2	1	1	1	0	2	1	0	1	2	0	8	5	0	8	0	0	0	0	0	0	0	16
84	6	4	4	2	1	1	1	0	2	0	1	1	2	0	8	0	6	8	0	0	0	0	0	0	0	17
85	5	5	4	2	1	1	1	0	1	2	0	1	2	0	4	10	0	10	0	0	0	0	0	0	0	17
86	6	5	4	2	1	1	1	0	1	1	1	1	2	0	4	5	6	0	0	0	0	0	0	0	0	18
87	6	6	4	2	1	1	1	0	1	0	2	1	2	0	4	0	12	12	0	0	0	0	0	0	0	19
88	5	5	5	2	1	1	1	0	0	3	0	1	2	0	0	15	0	10	0	15	0	0	0	0	0	18
89	6	5	5	2	1	1	1	0	0	2	1	1	2	0	0	10	6	10	0	0	0	0	0	0	0	19
90	6	6	5	2	1	1	1	0	0	1	2	1	2	0	0	5	12	12	0	0	0	0	0	0	0	20
91	6	6	6	2	1	1	1	0	0	0	3	1	2	0	0	0	18	12	0	18	0	0	0	0	0	21
92	3	3	3	3	1	1	0	4	0	0	0	1	0	12	0	0	0	6	0	9	12	0	0	0	0	13
93	4	3	3	3	1	1	0	3	1	0	0	1	0	9	4	0	0	6	0	9	0	0	0	0	0	14
94	5	3	3	3	1	1	0	3	0	1	0	1	0	9	0	5	0	6	0	9	0	0	0	0	0	15
